item_id,Filename,translation
Pod_62,Kmeln_ballads_460_Oi vyshenko-chereshenko,"1. – Oh cherry-cherry tree,  
Why don’t you bear fruit?  
– Young maiden,  
Why don’t you go for a walk?*  

2. – How can I bear fruit,  
When the root is drying up,  
– How can I go for a walk,  
When my beloved leaves me.  

3. A small river flows  
Along the foot of the hill,  
The girl took new buckets,  
And went for water.  

4. She didn’t fill the water,  
She stood and thought,  
When she remembered her beloved,  
She immediately fell into the water.  

5. Father runs, mother runs  
And shouts: – Help!  
But the girl replied:  
– Don’t grieve for me.  

6. I was to be grieved for,  
When I was little,  
But now let the damp earth  
Grieve for me."
Pod_64,Kmeln_ballads_463_Kolo mlyna kreminyna,"1. Around the mill of Kremynyn,  
The viburnum bloomed;  
A young girl learned  
To sleep in the garden.*  

2. She learned to sleep in the garden  
Among the apple trees,  
So she could have a little talk  
All night with the lads.  

3. – Let me go, my mother,  
To walk in the cherry orchard, –  
The first roosters will crow,  
Then I will enter the house.  

4. The roosters crow, others crow too,  
Even the hen clucks.  
The mother calls to have dinner,  
But the daughter does not want to.  

5. – Have dinner, my mother,  
What you have cooked,  
Because for me, my mother,  
Dinner is no longer dear.  

6. The lads walked under the garden,  
They began to sing,  
And the girl felt sorry,  
And began to cry.  

7. – Oh girl, dear girl,  
What faith do you have?  
Why didn’t you cry then  
When I went to war?  

8. Why didn’t you cry then  
Or wail,  
You would have begged for the young man  
To be released from the army.  

9. – Oh brother-comrade,  
You are my comrade,  
On whom, comrade,  
Shall I leave my girl?  

10. – Oh on me, comrade,  
On me, on me,  
And I will take care of her  
Even better than you.  

11. – Take care of me, comrade,  
Take care of me, girl,  
When I return from the army –  
We will drink some horilka.  

12. The Cossack returns from the army,  
Enters the house,  
And the girl’s little child  
Is learning to crawl.  

13. – May you take care of it,  
O evil hour,  
Where did the girl get  
A little child?  

14. The geese flew in from the ford,  
And all are gray, gray,  
Who does not know love,  
Is happy with God.  

15. The geese flew in from the ford,  
And all are white, white,  
Our love is only  
Two weeks old."
Pod_65,Kmeln_ballads_464_Oi shob ne moroz,"1. Oh, if only it were not frost  
And not winter dew,  
I would run  
Barefoot to March.*  
2. And in March  
Two bright little moons,  
There traveled  
Two handsome young men.  
3. They traveled there  
And spoke quietly:  
– Somewhere we should  
Find ourselves a girl?  
4. Let us raise, brothers,  
A viburnum arrow,  
We will fight  
For the dark-haired woman.  
5. Popovich rises  
On a high grave,  
The widower’s son rises  
In a wide valley.  
6. Popovich shot,  
Shot across the valley,  
The widower’s son shot,  
Struck right in the heart.  
7. – [Oh, this to you,]  
Popovich, the girl  
Pierced you  
With a viburnum arrow.  

*Note: ""Березень"" is the Ukrainian word for March."
Pod_66,Kmeln_ballads_466_Pislav mene mii mylenkyi,"1. My dear sent me  
To plant the beans,  
But he himself went to the tavern  
To drink with my godmother.  
2. I planted the beans  
And am going home,  
I turn towards the tavern —  
My dear is drinking with my godmother.  
3. Oh, I came to the tavern,  
Stopped at the doorway,  
Young woman was drenched  
With small tears.  
4. – Don’t cry, dear, at the doorway,  
But go home,  
Cook us some dinner —  
We will come with the godmother.  
5. Oh, I came home,  
Lit the stove,  
Walked around here and there,  
Cooked the dinner.  
6. Evening is falling,  
The moon is rising,  
My dear and the godmother  
Are walking around the yard.  
7. – My wife, my darling,  
Open the door,  
Let me bring my dear godmother  
On white linen.  
8. I let them eat dinner,  
Gave them no spoon,  
Sat down myself, leaning back,  
Cried a little.  
9. They lay down to sleep,  
Started to speak:  
– Now I will be with my dear,  
Now I will beat her.  
10. – Don’t beat, godfather, my dear!  
Why would you beat her?  
I don’t want to and won’t  
Love you anymore."
Pod_67,Kmeln_ballads_467_Na horodi barvinets,"1. In the garden, a periwinkle,  
It spreads low along the ground.  
Oh, I hear among the people,  
That my beloved is getting married.  
2. – Harness the horse, brother,  
The black horse,  
And let's go to the next village  
To my dear one.  
3. When we arrived at the village, –  
I did not feel happy,  
When we came to the courtyard, –  
My beloved was having a wedding.  
4. His wife Tetyana  
Was standing on the doorstep,  
Leaning on the window,  
Sorrowfully saddened.  
5. – Mikhailo, my man,  
Something came to us:  
Oh, is it family, oh, or strangers,  
Or your elder sister?  
6. – My wife Tetyana,  
My beloved heart,  
It is neither family nor strangers,  
It is my first wife.  
7. In the garden, a periwinkle,  
It has a yellow flower.  
– Why did you not say, why did you not say,  
That you already have a wife?  
8. In the garden, a periwinkle,  
It has blue flowers.  
– Why did you not say, why did you not say,  
That you already have children?  
9. – My wife Tetyana,  
My beloved heart,  
Comb your braid, weave a ribbon,  
Keep going as you have been going."
Pod_71,"Kmeln_ballads_471_Pokyn, Yasiu, matir","1. – Leave, Yasusya, your mother,  
I will leave the children,  
Let's go to Ukraine  
To see our fates.  
2. – How can we, Kasia,  
Leave the children?  
You have a husband, –  
He will come after us.  
3. For my unloved one  
I will prepare a potion,  
I will send the old man  
A mournful wedding."
Pod_72,Kmeln_ballads_472_A v nashii kraini,"1. And in our country  
The news happened:  
Kateryna was persuading  
The widow's son:*

2. – Leave, Yasiu, your mother,  
I will leave the children  
And we will go to Ukraine  
To look after our fate.

3. – Oh, how will we, Katri,  
Travel around,  
You have Semen at home,  
He will catch up.

4. – Oh, don’t be afraid, Yasiu,  
To travel with me,  
Even early in the morning my Semen  
Went to plow.

5. Semen is plowing, plowing,  
Looking at the road:  
All the women are carrying lunch,  
My beloved has it.

6. Semen is plowing, plowing  
All the way to the crossing,  
He unharnesses the gray oxen  
And goes home.

7. Oh, when Semen arrived  
At the new house:  
– My children are so little,  
But where is your mother?

8. – Our mother went  
Into the forest for viburnum,  
She said to us something:  
That she was leaving us.

9. Our mother went  
Into the forest for calves,  
She said to us something,  
That we are orphans."
Pod_73,Kmeln_ballads_474_Oi tam kolo brodu,"1. Oh, by the ford  
A girl was drawing water,  
Two shoemakers met her,  
Handsome in appearance.  

2. – Good evening, girl,  
Drawing cold water,  
Show us the master,  
Where we might spend the night.  

3. – Oh, at the end of the village,  
There is a good master:  
An old craftsman, a young lad,  
The master's young wife.  

4. – Good evening, master,  
Oh, how are you?  
We have come, the servants have come,  
If you have work for us.  

5. The master set them to  
Cutting out soles,  
While he himself went to the tavern  
To party all night.  

6. The shoemakers cut and cut,  
Cutting by starlight,  
Quietly glancing  
At the young master's wife.  

7. – Young master's wife!  
You have much money, –  
Travel with us, the young,  
Leave the old man.  

8. No one heard that,  
Only the master's lad, –  
He cries out, runs to the tavern:  
– My father is here somewhere!  

9. Good evening, father!  
You are drinking vodka here,  
My mother – your wife,  
Has gone traveling.  

10. – Saddle the horse, boy,  
The black horse,  
And for me, the old man, –  
The dun-colored one.  

11. The master caught up with her  
On the cedar bridge:  
– Oh, return, young master’s wife,  
At least visit me.  

12. The master caught up with her  
On the quiet Danube,  
She answered him:  
– I do not know you.  

13. When the master caught her  
By the white sides (of the boat),  
He took and threw the young wife  
Into the deep Danube.  

14. Oh, the young master’s wife floats,  
Like a boat on the water:  
– Save me, my darling, –  
I am your dove!"
Pod_75,Kmeln_ballads_478_Oi na hori,"1. Oh, on the hill  
A tall grave,  
There a girl  
Was cooking dinner:  

2. – Boil, boil,  
Dinner slowly,  
Somewhere my dear  
Is on a distant road.  

3. And already my  
Dinner is boiling over,  
And my dear  
Is stepping on the doorstep.  

4. – Sit down, dear,  
On the hay-covered doorstep  
And tell me,  
What did you hear on the road?  

5. – I heard, darling,  
News about you,  
That you have  
A small child.  

6. – Oh, I had  
A little gypsy girl,  
She left  
A child with me.  

7. – You lie, darling,  
Those are not gypsy eyes,  
It is, darling,  
It looks like you.  

8. Until midnight  
The whip kept cracking,  
And at midnight  
My darling froze."
Pod_76,Kmeln_ballads_479_Oi na hori,"1. Oh, on the mountain  
A high grave,*  
There a girl  
Was cooking dinner,  
Before dinner  
She spoke quietly:  

2. – Boil, boil,  
Dinner, quietly,  
There is no  
My dear fiancé.  

3. And already my  
Dinner is boiling,  
And my dear  
Is stepping on the doorstep.  

4. – Sit down, dear,  
On the hay-covered doorstep,  
And tell me,  
What did you hear on the road?  

5. – I heard, dear,  
News about you,  
That you had  
A little child.  

6. – Yesterday a  
Gypsy girl was in the house  
And left  
This child on the bench.  

7. – You lie, dear,  
You lie, dark-browed one,  
Because a gypsy's  
Child is dark,  
And the suckling  
Is white as paper.  

8. – Go, dear,  
To the hut to sleep,  
I will tell you  
The whole truth.  

9. That for two nights,  
Two dark nights,  
A young lad  
Stayed with me.  

10. And on the third  
Dark night  
He left me  
A little child.  

11. Until midnight  
The dear one begged,  
And at midnight  
The whip cracked,  
At dawn  
The dear one became numb.  

12. I would give, I would give  
A golden chest,  
To wake up  
My dear lady.  

13. I would give, I would give  
A cow with a calf,  
To wake up  
My dear to the child.  

*Note: “Висока могила” literally means ""high grave,"" but in some contexts it can refer to a high hill or mound."
Pod_84,Kmeln_ballads_487_Po sadochku khozhu,"1. I walk through the garden  
Planting a cherry tree.  
– Come here, my dear,  
I have something to tell you.

2. Come to the room, –  
I am going to die.  
Oh, will you, my dear,  
Mourn for me?

3. My dear became sad.  
Went to shave himself:  
– If I could take the body from the house,  
I would get married.

4. Oh, the girls came  
To take the body away,  
And my dear is winking:  
Which one should I take?

5. If only to take such a one,  
Who would work well,  
Whose face is rosy  
And eyebrows dark.

6. The children heard that  
And began to cry:  
– Our dear mother,  
Where can we find you now?

7. Oh, you can’t be bought,  
You can’t be earned...  
Let’s hold hands  
And go to serve.

8. The mother heard this,  
Started to cry:  
– Quiet, children, don’t cry,  
I have just gone to sleep.

9. – My dear, my dear,  
How unfaithful you are!  
Oh, I thought you were dead,  
But you have come back to life!"
Pod_85,"Kmeln_ballads_489_V sadu, vyshnevomu sadochku","1. In the cherry garden, the orchard,
The nightingale was chirping,
I quietly approach the house,
There the father-in-law was reading a letter.*
2. – Come here, daughter-in-law, listen,
To what my son has written to you.
He writes that he is already married,
He wrote you ""forget me.""
3. The daughter-in-law said nothing,
She said just one word:
I would soon forget him,
If it were not for his child.
4. – Oh lullaby, my son, lullaby,
Oh lullaby, it’s time for you to sleep.
And I will go sit by the table
To write a letter to my father.
5. She wrote a letter, wrote,
She was finishing writing.
Come soon, my dear, home,
To bury me, a young woman.
6. Three Sundays have already passed
Since the father-in-law buried the daughter-in-law.
Then the son sends a letter,
Saying that he was just joking.
7. The young heart stopped beating,
The young blood stopped flowing,
He remembers the woman and the child,
He remembers his first love."
Pod_86,Kmeln_ballads_490_y Oi z-pid mosta hlyboko,"1. Oh, from beneath the deep bridge  
A tall maple tree grew.  
2. From beneath that maple  
A young widow came out.  
3. The young widow came out  
And gave birth to two sons.  
4. She gave birth to two sons,  
Wrapped them in white calico.  
5. She wrapped them in white calico  
And placed them on a ship.  
6. She placed them on a ship  
And cast it into the sea.  
7. – Oh, you quiet water,  
Take my two sons.  
8. Take my two sons:  
Ivanyusha and Vasyl.  
9. You, yellow sand,  
Feed my children.  
10. Twenty-five years passed,  
The widow went out to fetch water.  
11. The widow went out to fetch water,  
And rain began to drizzle.  
12. The rain began to drizzle,  
The Danube began to rise.  
13. The Danube began to rise,  
The ship began to sail.  
14. And on that ship  
Were two young sailors.  
15. One sits in front,  
Looking over the water.  
16. The other sits behind,  
Looking at the widow.  
17. – Oh, you young widow,  
Will you not marry us both?  
18. Will you not marry us both,  
Ivanyusha and Vasyl?  
19. – I will not marry you both,  
I promise my daughter to Ivanyusha.  
20. – Oh, you young widow,  
Then who are you?  
21. – I am a townsman's daughter,  
With the surname Karpynka.  
22. And you, young sailor,  
Who are you?  
23. – I am a townsman,  
Called Karpiv’s son.  
24. – Oh our God, our God,  
What kind of world is this now?  
25. What kind of world is this now  
That a son does not recognize his mother?  
26. That a son does not recognize his mother,  
And brother married sister."
Pod_87,"Kmeln_ballads_491_Oi daleko, daleko","1. Oh, far, far away  
The blackthorn grows tall.  
2. And from beneath that blackthorn  
A young widow emerged.  
3. The young widow came out  
And led out two sons.  
4. She led out two sons:  
Mykityusha and Vasyl.  
5. Mykityusha and Vasyl  
She threw into the quiet Danube:  
6. – Oh, you clear water,  
Take my two sons.  
7. The water says: – I will take them.  
The wave says: – I will throw them out.  
8. The wave says: – I will throw them out.  
The sun says: – I will warm them.  
9. The sun says: – I will warm them.  
The wind says: – I will blow on them.  
10. – You, tall reed,  
Give the children supper.  
11. You, tall sedge,  
Give the children milk.  
12. A ship came sailing  
And spoke to the widow:  
13. – Oh, widow, oh widow,  
Will you love us two?  
14. – For one I will go,  
For the other I give my daughter.  
15. – Oh, widow, oh widow,  
Your head is foolish.  
16. Your head is foolish:  
First you drowned your sons.  
17. First you drowned your sons,  
Now you would be friends."
